总字数:26954, 共2624个单词
  序号  单词                 次数   万分比   翻译                  
  2013  united                  1        0   a. 联合的;v. 联合,统一;vbl. 统一; 
  2014  rigidity                1        0   n. 硬,劲直,硬度;          
  2015  miles                   1        0                        
  2016  posthumously            1        0                        
  2017  plummets                1        0                        
  2018  light-headed            1        0                        
  2019  bullet                  1        0   n. 子弹;               
  2020  expatriate              1        0   n. 亡命国外者;v. 逐出国外,脱离国籍,放逐; 
  2021  mistake                 1        0   n. 错误,误会;v. 犯错,误认;   
  2022  drifting                1        0   a. 飘忽的               
  2023  carapaced               1        0                        
  2024  rich                    1        0   a. 富有的,浓厚的,贵重的;      
  2025  ivy                     1        0   n. 常春藤;              
  2026  loosened                1        0                        
  2027  slippery                1        0   a. 光滑的,靠不住的;         
  2028  contempt                1        0   n. 轻视,轻蔑;            
  2029  rammed                  1        0                        
  2030  family                  1        0   n. 家庭,家人,族;          
  2031  jokes                   1        0                        
  2032  enjoyed                 1        0                        
  2033  slightly                1        0   ad. 些微地,苗条地;         
  2034  career                  1        0   n. 事业,生涯,速度;         
  2035  springs                 1        0                        
  2036  ago                     1        0   ad. 以前;              
  2037  rid                     1        0   v. 免除,清除,使...获自由;    
  2038  fishes                  1        0                        
  2039  mating                  1        0   n. 交配;               
  2040  number                  1        0   n. 数目,号码,总数;v. 数,计算,共计; 
  2041  muscles                 1        0                        
  2042  shorten                 1        0   v. 弄短,变短;            
  2043  madox                   1        0                        
  2044  odds                    1        0   n. 不平等,机率,胜算;        
  2045  strangely               1        0   ad. 奇妙地,奇怪地,不可思议地;   
  2046  fleas                   1        0                        
  2047  shorter                 1        0                        
  2048  eggs                    1        0                        
  2049  two-decker              1        0                        
  2050  forth                   1        0   ad. 往前,向外;           
  2051  tough                   1        0   n. 恶棍;a. 强硬的,艰苦的;    
  2052  crossing                1        0   n. 横断,渡航,交叉点;        
  2053  driver                  1        0   n. 驾驶,驱动器;           
  2054  drives                  1        0                        
  2055  barefooted              1        0   a. 光著头的;ad. 未戴帽地;    
  2056  intersected             1        0   a. 分割的;v. 分割;vbl. 分割; 
  2057  local                   1        0   a. 地方性的,当地的,局部的;     
  2058  promptly                1        0   ad. 敏捷地,迅速地;         
  2059  climbed                 1        0                        
  2060  share                   1        0   n. 部份,参与;v. 分享,分配,共有;n.[计算机] DOS命令: 
  2061  sacred                  1        0   a. 神圣的;              
  2062  moveable                1        0   n. 家具,动产;a. 可动的,动产的,不定的; 
  2063  drained                 1        0                        
  2064  meantime                1        0   n. 此际,其时;ad. 其间;     
  2065  hatchet                 1        0   n. 斧头,手斧,战斧;         
  2066  removed                 1        0   a. 离开的,间隔的,远视的;v. 移动,移开;vbl. 移动,移开; 
  2067  species                 1        0   n. 种,类,外形;           
  2068  stored                  1        0                        
  2069  albacores               1        0                        
  2070  shingle                 1        0   n. 盖屋板; 木瓦           
  2071  burnished               1        0                        
  2072  strongest               1        0                        
  2073  royal                   1        0   n. 王室,皇族;a. 王室的,皇家的,盛大的; 
  2074  shake                   1        0   n. 摇动,震动;v. 摇动,动摇;   
  2075  precision               1        0   n. 精密,精确,精确度;        
  2076  tops                    1        0                        
  2077  referee                 1        0   n. 仲裁人,调解人,裁判员;v. 仲裁,裁判; 
  2078  naked                   1        0   a. 裸体的,无装饰的,明白的;     
  2079  unlocked                1        0                        
  2080  big-game                1        0                        
  2081  brains                  1        0   n. 智力;               
  2082  sun-bleached            1        0                        
  2083  entrance                1        0   n. 入口,进入点,进入;        
  2084  mustn                   1        0                        
  2085  torn                    1        0   vbl. 撕开,扯裂;          
  2086  harbours                1        0                        
  2087  dreams                  1        0                        
  2088  trick                   1        0   n. 诡计,欺诈;v. 戏弄,欺骗;   
  2089  slot                    1        0   n. 水沟,细长的孔,硬币投币口;v. 留细长的孔; 
  2090  gill                    1        0   n. 鳃,菌鳃;             
  2091  rot                     1        0   n. 腐烂,腐蚀,败坏;v. 腐烂,使...枯朽,衰弱; 
  2092  influences              1        0                        
  2093  fifteen                 1        0   a. 十五,15;            
  2094  rolls                   1        0                        
  2095  untie                   1        0   v. 解开;               
  2096  espuela                 1        0                        
  2097  martin                  1        0                        
  2098  appetite                1        0   n. 食欲,欲望,爱好;         
  2099  reversed                1        0   v. 颠倒;vbl. 颠倒;       
  2100  forms                   1        0                        
  2101  comprehend              1        0   vt. 了解; 领会; 包含       
  2102  severed                 1        0                        
  2103  ring                    1        0   n. 环,戒指,铃声;v. 响,鸣,回响; 
  2104  acts                    1        0                        
  2105  erect                   1        0   a. 直立的,竖立的,笔直的;v. 竖立,使...直立,建筑; 
  2106  waves                   1        0                        
  2107  flinch                  1        0   v. 畏缩,退缩,畏首畏尾;n. 退缩,一种把牌堆积在桌上的游戏; 
  2108  using                   1        0                        
  2109  nail                    1        0   n. 钉子,指甲;v. 用钉钉牢,使...固定; 
  2110  voices                  1        0                        
  2111  sustenance              1        0   n. 生计,食物;            
  2112  noting                  1        0                        
  2113  africa-and              1        0                        
  2114  swirls                  1        0                        
  2115  crouching               1        0                        
  2116  reds                    1        0                        
  2117  lashings                1        0                        
  2118  triangular              1        0   a. 三角形的,三人间的;        
  2119  rotten                  1        0   a. 腐烂的,恶臭的,弱的;       
  2120  frequently              1        0   ad. 时常,屡次,经常地;       
  2121  automatically           1        0   ad. 自动地,机械地;         
  2122  improvise               1        0   v. 即席写作,即席即兴,即席而作;   
  2123  sores                   1        0                        
  2124  interminable            1        0   a. 无限的,冗长的;          
  2125  coppery                 1        0   a. 含铜的,铜一样的,铜制的;     
  2126  tiburon                 1        0                        
  2127  tropic                  1        0   n. 回归线,热带;a. 热带的;    
  2128  grace                   1        0   n. 优雅,慈悲;            
  2129  hooks                   1        0                        
  2130  popular                 1        0   a. 通俗的,流行的,受欢迎的;     
  2131  nner                    1        0                        
  2132  thoughtful              1        0   a. 深思的,体贴的;          
  2133  wedge-shaped            1        0   a. 楔形的               
  2134  gran                    1        0                        
  2135  soared                  1        0                        
  2136  razor-sharp             1        0                        
  2137  fitted                  1        0                        
  2138  call                    1        0   n. 呼叫,访问,打电话;v. 呼叫,访问,打电话;n.[计算机] D 
  2139  classic                 1        0   n. 古典作品,杰作,第一流艺术家;a. 第一流的,最优秀的,古典的; 
  2140  absolute                1        0   a. 绝对的;              
  2141  rub                     1        0   n. 摩擦,困难,障碍;v. 擦,搓,摩擦; 
  2142  swallowing              1        0                        
  2143  florida                 1        0                        
  2144  dusk                    1        0   n. 薄暮,傍晚;            
  2145  flippers                1        0                        
  2146  occasional              1        0   a. 偶然的,临时的,备不时之需的;   
  2147  rut                     1        0   n. 辙迹,常规,常例;v. 交尾,发情; 
  2148  wallowing               1        0                        
  2149  travelling              1        0   vbl. 旅行;             
  2150  wounds                  1        0                        
  2151  town                    1        0   n. 城镇,市,镇;           
  2152  knives                  1        0   n. 刀子;               
  2153  telephone               1        0   n. 电话;v. 打电话;        
  2154  bleed                   1        0   v. 流血;               
  2155  yards                   1        0                        
  2156  hurricanes              1        0                        
  2157  name                    1        0   n. 名字,名称,姓名;v. 命名,称呼,任命; 
  2158  worst                   1        0   n. 最坏,最坏的时候;a. 最坏的,最恶劣的;ad. 最坏,最糟; 
  2159  bolt                    1        0   n. 门闩,突发,螺钉;v. 闩住,突然跳开; 
  2160  leaving                 1        0                        
  2161  blind                   1        0   n. 盲人,障蔽物,窗帘;a. 盲目的,瞎的,不加思考的; 
  2162  boom                    1        0   n. 繁荣,隆隆声;v. 急速发展;   
  2163  truck                   1        0   n. 卡车,货车,交易;v. 交易,交往; 
  2164  attract                 1        0   v. 吸引,诱惑;            
  2165  book                    1        0   n. 书;v. 登记,预订;       
  2166  knotted                 1        0                        
  2167  churning                1        0   n. 搅乳,一次提制的奶油;       
  2168  life-size               1        0                        
  2169  shot                    1        0   n. 炮弹,射击,射手;v. 射击,发出,发芽;vbl. 射击,发出, 
  2170  drops                   1        0                        
  2171  defend                  1        0   v. 防护,辩护,防卫;         
  2172  street                  1        0   n. 街道;               
  2173  tempered                1        0   a. 调节了的,缓和的,有...气质的; 
  2174  news                    1        0   n. 新闻,消息,报导;         
  2175  race                    1        0   n. 种族,赛跑,急流;v. 赛跑,竞赛; 
  2176  effectively             1        0   ad. 有效地,有力地,实际上;     
  2177  dorado                  1        0   n. 剑鱼,旗鱼;            
  2178  grind                   1        0   n. 磨,碾,苦工作;v. 磨擦,磨碎; 
  2179  fibered                 1        0                        
  2180  clear-headed            1        0                        
  2181  duty                    1        0   n. 责任,关税;            
  2182  pleases                 1        0                        
  2183  buoys                   1        0                        
  2184  withheld                1        0   withhold过去式(分词)      
  2185  cross-trees             1        0                        
  2186  broad                   1        0   a. 宽广的;              
  2187  formalized              1        0                        
  2188  nourishing              1        0   a. 有营养的,滋养多的;        
  2189  generation              1        0   n. 一代,一世,产生;         
  2190  counsel                 1        0   n. 商议,忠告,法律顾问;v. 商议,劝告; 
  2191  endures                 1        0   n. 最终用户              
  2192  undefeated              1        0                        
  2193  liver                   1        0   n. 肝脏,生活者,居民;        
  2194  suicide                 1        0   n. 自杀,自杀者;v. 自杀;     
  2195  violet                  1        0   n. 紫罗兰;a. 紫罗兰色的;     
  2196  eighteen                1        0   a. 十八,十八个;           
  2197  trunk                   1        0   n. 干线,树干,主干;         
  2198  sunday                  1        0                        
  2199  hardness                1        0   n. 坚硬,困难,严厉;         
  2200  slide                   1        0   n. 滑,雪崩;v. 使滑,滑;     
  2201  study                   1        0   n. 研究,求学,书房;v. 学习,读书,研究; 
  2202  feminine                1        0   a. 女性的,阴性的,柔弱的;      
  2203  guard                   1        0   n. 守卫者,警戒;v. 保卫,看守,当心; 
  2204  pattern                 1        0   n. 模范,典型,式样;v. 模仿,仿造; 
  2205  settle                  1        0   n. 有背的长凳;v. 决定,使...定居,使...降; 
  2206  annulled                1        0                        
  2207  splintered              1        0                        
  2208  gain                    1        0   n. 增益,获得,利润;v. 得到,增进,获利; 
  2209  burned                  1        0                        
  2210  cushion                 1        0   n. 垫子,橡皮软垫;v. 加垫褥;   
  2211  grip                    1        0   n. 紧握,柄,手提包;v. 抓紧,抱住,吸住; 
  2212  shribner                1        0                        
  2213  tentative               1        0   n. 试验,假设;a. 试验性质的,暂时的; 
  2214  humiliates              1        0                        
  2215  ducks                   1        0                        
  2216  staggering              1        0   a. 摇晃欲倒的,犹豫的,惊人的;    
  2217  cats                    1        0                        
  2218  spurt                   1        0   n. 突然的激增，迸发          
  2219  pleased                 1        0   a. 高兴的,满足的;vbl. 取悦,请; 
  2220  width                   1        0   n. 宽度,宽广,广博;         
  2221  hull                    1        0   n. 壳,皮,船体;v. 去壳;     
  2222  certain                 1        0   a. 确定的,某一个,必然的;      
  2223  charlie                 1        0                        
  2224  cushioned               1        0                        
  2225  dick                    1        0                        
  2226  scavenger               1        0   n. 食腐动物              
  2227  constantly              1        0   ad. 不变地,不断地,时常地;     
  2228  longitudinally          1        0                        
  2229  attractiveness          1        0                        
  2230  letting                 1        0                        
  2231  kneeling                1        0                        
  2232  otherwise               1        0   ad. 否则,不同地,别的方式;     
  2233  marked                  1        0   a. 有记号的,显著的,醒目的;v. 作记号,打分数,表示;vbl.  
  2234  visible                 1        0   a. 看得见的;             
  2235  handicap                1        0   n. 障碍,困难;v. 加障碍于,妨碍; 
  2236  colds                   1        0                        
  2237  inwards                 1        0   adv. 向内的             
  2238  inner                   1        0   a. 内部的,内心的;          
  2239  important               1        0   a. 重要的,骄傲的,大量的;      
  2240  glimpse                 1        0   n. 一瞥,一闪;v. 投以一瞥,闪烁不定; 
  2241  eagle                   1        0   n. 鹰,鹰状标饰;           
  2242  unworthy                1        0   a. 不值得的,不足取的;        
  2243  fishless                1        0                        
  2244  crosswise               1        0   ad. 斜地,成十字状地,交叉地;    
  2245  weigh                   1        0   v. 秤重量,衡量,重压;        
  2246  relaxes                 1        0                        
  2247  game                    1        0   n. 比赛,游戏;a. 勇敢的,有胆量的; 
  2248  bows                    1        0                        
  2249  drinks                  1        0                        
  2250  necessarily             1        0   ad. 必然地,必须地,必要地;     
  2251  raked                   1        0                        
  2252  relaxed                 1        0   a. 松懈的，不拘束的          
  2253  casablanca              1        0                        
  2254  sifting                 1        0                        
  2255  patient                 1        0   n. 病人;a. 忍耐的,容忍的,有耐性的; 
  2256  san                     1        0                        
  2257  original                1        0   a. 最初的,原始的,有创意的;     
  2258  sax                     1        0                        
  2259  terminal                1        0   n. 终端机,终点,末端;a. 终点的,按期的,致死的; 
  2260  kerosene                1        0   n. 煤油,火油,灯油;         
  2261  various                 1        0   a. 不同的,各种的,多方面的;     
  2262  quartering              1        0                        
  2263  tasting                 1        0                        
  2264  approached              1        0                        
  2265  storm-bound             1        0                        
  2266  oneself                 1        0   pron. 自己;            
  2267  dipped                  1        0                        
  2268  boys                    1        0                        
  2269  reflected               1        0                        
  2270  awake                   1        0   a. 醒的;v. 唤醒,唤起,醒来;   
  2271  fond                    1        0   a. 喜欢的,宠爱的,温柔的;      
  2272  leaped                  1        0                        
  2273  losing                  1        0   a. 损失的,输的;n. 失败,损失;  
  2274  offer                   1        0   n. 出价,提议;v. 提供,出价,企图; 
  2275  tapered                 1        0                        
  2276  surf                    1        0   n. 海浪;               
  2277  violated                1        0                        
  2278  excited                 1        0   vbl. 刺激,对...感到兴奋;    
  2279  angry                   1        0   a. 生气的;              
  2280  fold                    1        0   n. 折层,羊栏,折痕;v. 折叠,包,交叉; 
  2281  canyon                  1        0   n. 峡谷,溪谷;            
  2282  dullness                1        0                        
  2283  drive                   1        0   n. 驾车,快车道,推进力;v. 开车,驱使,驾进力; 
  2284  formed                  1        0   a. ;n.成形             
  2285  plank                   1        0   n. 厚木板,支架;v. 铺板,立刻付款; 
  2286  bo                      1        0                        
  2287  invalided               1        0                        
  2288  proved                  1        0                        
  2289  search                  1        0   n. 搜寻,查究;v. 搜寻,探求,调查; 
  2290  widely-to               1        0                        
  2291  civil                   1        0   a. 市民的,公民的,有礼貌的;     
  2292  contestant              1        0   n. 竞争者;              
  2293  whom                    1        0   pron. 谁;             
  2294  trickery                1        0   n. 欺骗,诈欺,奸计;         
  2295  roadsteads              1        0                        
  2296  dear                    1        0   n. 亲爱的人;a. 亲爱的,昂贵的;int. 啊; 
  2297  nodded                  1        0   v. 点头,打盹,摇动;vbl. 点头,打盹,摇动; 
  2298  blurring                1        0   n. 模糊                
  2299  sixty                   1        0   a. 六十;               
  2300  slicing                 1        0                        
  2301  keeping                 1        0   n. 保管,养,一致;vbl. 保存,继续,保持; 
  2302  fastest                 1        0                        
  2303  column                  1        0   n. 专栏,圆柱;            
  2304  breathe                 1        0   v. 呼吸;               
  2305  gaffed                  1        0                        
  2306  glowing                 1        0   a. 白热的,灼热的,通红的;      
  2307  somewhat                1        0   n. 某物,几分;ad. 多少,几分;  
  2308  river                   1        0   n. 河,江;              
  2309  tigers                  1        0                        
  2310  leaping                 1        0                        
  2311  de                      1        0                        
  2312  vent                    1        0   n. 排气口;v. 发泄;        
  2313  long-winged             1        0                        
  2314  beauty                  1        0   n. 美,美人;             
  2315  beg                     1        0   v. 请求,乞求;            
  2316  deck                    1        0   n. 甲板,覆盖物;v. 装饰,打扮;  
  2317  needless                1        0   a. 不需要的,不必要的;        
  2318  re-bait                 1        0                        
  2319  nearest                 1        0   adj. 最近的             
  2320  bet                     1        0   n. 打赌,赌注;v. 打赌;vbl. 打赌; 
  2321  strangeness             1        0   n. 奇妙,不可思议,陌生;       
  2322  accomplished            1        0   a. 完成的,实现的,善社交的;     
  2323  useless                 1        0   a. 无用的,无效的,无益的;      
  2324  chairs                  1        0                        
  2325  preceded                1        0                        
  2326  needs                   1        0   n. 需要;v. 需要,必须;ad. 必须地,一定地; 
  2327  wavering                1        0                        
  2328  tiredness               1        0   n. 疲劳,疲倦;            
  2329  forty-nine              1        0                        
  2330  faded                   1        0   a. 已褪色的,已凋谢的;        
  2331  hard-braided            1        0                        
  2332  garbage                 1        0   n. 垃圾,废物;            
  2333  pulls                   1        0                        
  2334  temptation              1        0   n. 诱惑,诱惑物;           
  2335  green-sapped            1        0                        
  2336  burst                   1        0   n. 破裂,阵,爆发;v. 爆裂,突发; 
  2337  party                   1        0   n. 宴会,党,团体;          
  2338  south-west              1        0                        
  2339  killers                 1        0                        
  2340  shy                     1        0   n. 惊跳,惊避;a. 胆怯的,畏缩的,怀疑的;v. 惊跳,投,掷; 
  2341  trembling               1        0   n. 发抖,战悚;a. 发抖的,战悚的; 
  2342  medium-sized            1        0                        
  2343  explained               1        0   v. 解释,说明;vbl. 解释,说明; 
  2344  lemon                   1        0   n. 柠檬,柠檬树,柠檬色;       
  2345  signs                   1        0                        
  2346  trouble                 1        0   n. 麻烦,困难;v. 困扰,麻烦,烦恼; 
  2347  shovel-pointed          1        0                        
  2348  welts                   1        0                        
  2349  brilliant               1        0   a. 灿烂的,有才气的;         
  2350  practical               1        0   a. 实际的,现实的,实用性的;     
  2351  gamble                  1        0   n. 冒险;v. 赌博,孤注一掷;    
  2352  breathing               1        0   n. 呼吸;               
  2353  splice                  1        0   v. 接合,捻接,叠接;n. 接合,叠接,结婚; 
  2354  bound                   1        0   n. 跃,回跳,范围;a. 约束的,装订的,有义务的;v. 跳跃; 
  2355  unlucky                 1        0   a. 不吉利的,不祥的,不幸的;     
  2356  pinched                 1        0                        
  2357  tunnel                  1        0   n. 隧道,地下道;v. 挖隧道;    
  2358  stiffened               1        0                        
  2359  practice                1        0   n. 练习,实行,习惯;v. 练习,实习,开业; 
  2360  bailed                  1        0                        
  2361  sick                    1        0   n. 病人;a. 不舒服,有病的;    
  2362  thanks                  1        0   n. 谢谢(只用复数)          
  2363  agony                   1        0   n. 极大的痛苦;            
  2364  limes                   1        0                        
  2365  style-forming           1        0                        
  2366  tigres                  1        0                        
  2367  grasped                 1        0                        
  2368  metal                   1        0   n. 金属,质料;a. 金属制的;v. 以金属覆盖; 
  2369  ordinary                1        0   a. 平常的,普通的,平凡的;      
  2370  doorway                 1        0   n. 门口;               
  2371  peaks                   1        0                        
  2372  talked                  1        0                        
  2373  acted                   1        0                        
  2374  cheeks                  1        0                        
  2375  john                    1        0                        
  2376  escaping                1        0                        
  2377  wider                   1        0   a. 宽的,广阔的;           
  2378  recovering              1        0                        
  2379  works                   1        0   n. 工事；工程             
  2380  widen                   1        0   v. 弄宽;               
  2381  literature              1        0   n. 文学,文艺,著作;         
  2382  angle                   1        0   n. 角,角落;             
  2383  guanabacoa              1        0                        
  2384  unbearable              1        0   a. 无法忍受的;            
  2385  italy                   1        0                        
  2386  durocher                1        0                        
  2387  missed                  1        0                        
  2388  nobel                   1        0                        
  2389  wandering               1        0   a. 徘徊的,流浪的,弯著流的;n. 流浪,梦话; 
  2390  clearing                1        0   n. 清扫,空地;            
  2391  comfort                 1        0   n. 舒适,安慰,安慰者;v. 安慰;  
  2392  knee                    1        0   n. 膝,膝盖;v. 膝行,用膝盖碰;  
  2393  places                  1        0                        
  2394  la                      1        0   n. 第六音; A音的唱名        
  2395  wooden                  1        0   a. 木制的,呆笨的,木然的;      
  2396  overlapping             1        0   adj. 相互重叠的           
  2397  tipped                  1        0                        
  2398  complete                1        0   a. 完全的,熟练的;v. 完成,完工,使圆满; 
  2399  fun                     1        0   n. 乐趣,玩笑;            
  2400  theirs                  1        0   int. 他们的;            
  2401  placid                  1        0   a. 平静的,沉著的,平稳的;      
  2402  several                 1        0   a. 几,一些;             
  2403  anger                   1        0   n. 忿怒;v. 激怒,使...发怒;  
  2404  faster                  1        0   a. 更快的;ad. 更快地;      
  2405  son                     1        0   n. 儿子,女婿;            
  2406  barefoot                1        0   a. 赤脚的;              
  2407  widespread              1        0   a. 广布的,普及的,流传宽广的;    
  2408  colonies                1        0                        
  2409  floats                  1        0                        
  2410  blackness               1        0   n. 黑,黑色,阴险;          
  2411  lance                   1        0   n. 枪矛,执矛战士;v. 以枪矛攻击,冲进; 
  2412  thole                   1        0                        
  2413  adjusted                1        0                        
  2414  eden                    1        0                        
  2415  dirt                    1        0   n. 污垢,泥土;            
  2416  grippes                 1        0                        
  2417  chosen                  1        0   vbl. 选择,决心,欲;        
  2418  colder                  1        0                        
  2419  hateful                 1        0   a. 憎恨的,可恨的,可恶的;      
  2420  attached                1        0   a. 附加的               
  2421  coal                    1        0   n. 煤,木炭;             
  2422  parents                 1        0   n. 双亲；父母亲            
  2423  heat                    1        0   n. 热,热度,高潮;v. 加热,激昂,加热; 
  2424  shades                  1        0                        
  2425  panic-stricken          1        0                        
  2426  drugstore               1        0   n. 药房,杂货店;           
  2427  cardel                  1        0                        
  2428  involuntarily           1        0   ad. 不知不觉地,无心地;       
  2429  tasted                  1        0                        
  2430  oil                     1        0   n. 油,油画颜料;v. 涂油,溶化,加油; 
  2431  loses                   1        0                        
  2432  heal                    1        0   v. 痊愈,使...复原,和解;     
  2433  politely                1        0   ad. 殷勤地,优雅地,委婉地;     
  2434  dive                    1        0   n. 潜水,跳水;v. 跳水,俯冲;   
  2435  considerably            1        0   ad. 非常地,很,颇;         
  2436  betting                 1        0   n. 打赌;               
  2437  control                 1        0   n. 控制,管理,克制;v. 控制,操纵,抑制; 
  2438  nauseated               1        0                        
  2439  coloured                1        0   adj. 彩色的             
  2440  friction                1        0   n. 摩擦,医疗摩擦,不和;       
  2441  twenty-five             1        0                        
  2442  ineffectually           1        0                        
  2443  amen                    1        0   int. 阿门;             
  2444  easier                  1        0   a. 更容易的，更舒松的         
  2445  cock                    1        0   n. 公鸡,公鸟;v. 耸立,耸起;   
  2446  closest                 1        0   a. 最靠近的;             
  2447  occurrences             1        0                        
  2448  wedgeshaped             1        0                        
  2449  blades                  1        0                        
  2450  broadbill               1        0                        
  2451  determination           1        0   n. 决心,果断;            
  2452  pilgrimage              1        0   n. 朝圣之旅;v. 朝拜;       
  2453  stretching              1        0                        
  2454  somewhere               1        0   ad. 某处,在某处;          
  2455  salao                   1        0                        
  2456  gelatinous              1        0   a. 凝胶状的;             
  2457  encouraged              1        0   被鼓励的                 
  2458  speaking                1        0   n. 说,谈话,演说;a. 讲话的,适于说的,像要开口似的;vbl.  
  2459  strengthen              1        0   v. 加强,变坚固;           
  2460  shifts                  1        0                        
  2461  ripping                 1        0   a. 顶帅的,绝妙的;ad. 顶帅地,绝妙地; 
  2462  scythe-blade            1        0                        
  2463  chopping                1        0                        
  2464  lighted                 1        0                        
  2465  forks                   1        0                        
  2466  thee                    1        0   int. 你;              
  2467  spoils                  1        0                        
  2468  miserable               1        0   a. 悲惨的,穷困的,不幸的;      
  2469  glory                   1        0   n. 光荣,荣耀;            
  2470  accept                  1        0   v. 接受,相信;            
  2471  horse                   1        0   n. 马,骑兵,脚架;v. 骑马,取笑,系马于; 
  2472  seas                    1        0                        
  2473  masts                   1        0                        
  2474  starting                1        0   n. 出发,开始;            
  2475  jota                    1        0                        
  2476  eighty-fifth            1        0                        
  2477  bled                    1        0   v. 流血;vbl. 流血;       
  2478  extended                1        0   a. 广大的,扩大范围的,长期的;v. 延长,扩充;vbl. 延长,扩 
  2479  serving                 1        0   vbl. 服务;             
  2480  fresher                 1        0                        
  2481  blew                    1        0   v. 吹;                
  2482  poisoning               1        0   n. 中毒;               
  2483  thanked                 1        0                        
  2484  caution                 1        0   n. 小心,慎重,警示;v. 警告;   
  2485  strained                1        0   a. 紧张的,装作的,矫饰的;      
  2486  key                     1        0   n. 钥匙,键,解答;v. 调音,锁上; 
  2487  apart                   1        0   ad. 分别地,分开的;         
  2488  vertebrae               1        0                        
  2489  slipping                1        0                        
  2490  silent                  1        0   a. 沉默的,休止的;          
  2491  storm                   1        0   n. 暴风雨,骚动,风波;v. 起风,猛攻,怒吼; 
  2492  decision                1        0   n. 决定,决心,决断力;        
  2493  fights                  1        0                        
  2494  cents                   1        0                        
  2495  enemies                 1        0                        
  2496  connected               1        0   v. 连接;vbl. 连接;       
  2497  single                  1        0   a. 单身的,单纯的;          
  2498  hill                    1        0   n. 小山,丘陵,小土堆;v. 作成土堆,堆成小丘; 
  2499  prolongs                1        0                        
  2500  paralyzed               1        0                        
  2501  bun                     1        0   n. 小面包;              
  2502  fourth                  1        0   a. 第四的,第四号的;         
  2503  vast                    1        0   a. 巨大的,广大的,非常的;      
  2504  storms                  1        0                        
  2505  thoughtless             1        0   a. 没有考虑的,无深虑的,轻率的;   
  2506  dubbing                 1        0                        
  2507  un                      1        0                        
  2508  slackening              1        0                        
  2509  hides                   1        0                        
  2510  flat-topped             1        0                        
  2511  usual                   1        0   a. 平常的,通常的;          
  2512  greatness               1        0   n. 大,巨大,广大;          
  2513  athlete                 1        0   n. 运动员,运动选手;         
  2514  sink                    1        0   n. 接收端,沟渠,污水槽;v. 下沉,使...低落,陷于; 
  2515  bending                 1        0                        
  2516  crumbs                  1        0                        
  2517  failure                 1        0   n. 失败,失败者,不足;        
  2518  horny                   1        0   a. 角的,角状的,角质的;       
  2519  frightened              1        0   adj. 受惊的，害怕的         
  2520  deceive                 1        0   v. 欺骗,行骗;            
  2521  drop                    1        0   n. 滴,微量,落下;v. 放下,掉下; 
  2522  changes                 1        0                        
  2523  learning                1        0   n. 学问,学识,学习;vbl. 学习,获奚,记住; 
  2524  infantry                1        0   n. 步兵,步兵团;           
  2525  gonzalez                1        0                        
  2526  summoned                1        0                        
  2527  flapping                1        0                        
  2528  virtue                  1        0   n. 德行,美德,优点;         
  2529  successful              1        0   a. 成功的,一帆风顺的,飞黄腾达的;  
  2530  strokes                 1        0                        
  2531  slight                  1        0   n. 轻蔑;a. 轻微的,纤细的,脆弱的;v. 轻视,忽略; 
  2532  brighter                1        0                        
  2533  teach                   1        0   v. 教,教书,教导;          
  2534  hauled                  1        0                        
  2535  scavengers              1        0                        
  2536  damn                    1        0   n. 一点;v. 诅咒,下地狱;     
  2537  bladder                 1        0   n. 膀胱;               
  2538  location                1        0   n. 位置,场所,特定区域;       
  2539  streets                 1        0                        
  2540  humility                1        0   n. 谦逊,谦虚,谦卑;         
  2541  none                    1        0   ad. 一点也不,毫不;int. 没有人,无一物,其中并无一个; 
  2542  hell                    1        0   n. 地狱,苦境,阴间;         
  2543  awash                   1        0   a. 与水面齐平的;           
  2544  not-have                1        0                        
  2545  snow-capped             1        0                        
  2546  hack                    1        0   n. 劈,砍,出租马车;v. 劈,砍,干咳; 
  2547  inches                  1        0                        
  2548  bumping                 1        0                        
  2549  travelled               1        0   v. 旅行;vbl. 旅行;       
  2550  periscope               1        0   n. 潜望镜,展望镜;          
  2551  roar                    1        0   n. 吼,咆哮,轰鸣;v. 吼,大声说出,叫喊; 
  2552  seized                  1        0                        
  2553  unstepped               1        0                        
  2554  three-quarters          1        0                        
  2555  overhead                1        0   n. 经常开支,普通用费;a. 在头上的,高架的;ad. 在头顶上,在 
  2556  push                    1        0   n. 推,奋力,决心;v. 推,挤,逼迫; 
  2557  terns                   1        0                        
  2558  following               1        0   n. 下列各项,部下,党羽;a. 下列的,其次的;vbl. 跟随; 
  2559  exact                   1        0   a. 精确的,准确的,精密的;      
  2560  flag                    1        0   n. 旗标,旗子,信号旗;        
  2561  racing                  1        0   a. 疾行的;vbl. 赛跑,疾行;   
  2562  south                   1        0   n. 南方,南;             
  2563  perceptible             1        0   a. 可察觉的,能感觉得到的,看得见的; 
  2564  rode                    1        0   v. 骑,乘坐,克服;          
  2565  seeing                  1        0   see的现在分词 n.视觉        
  2566  leap                    1        0   n. 跳跃,剧增,急变;v. 跳跃,跃过,猛冲; 
  2567  power                   1        0   n. 力量,势力,动力;v. 使...有力量,供以动力,激励; 
  2568  cook                    1        0   n. 厨子;v. 烹调,煮饭,加热;   
  2569  twisted                 1        0   a. 扭曲的，歪曲的；(喻)恶毒的，邪恶的 
  2570  elbows                  1        0                        
  2571  thou                    1        0   pron. [古,诗]汝,尔       
  2572  speeded                 1        0                        
